nombre,url nar,urls bd en nar y redirigida son distintas,url bd en nar,url bd redirigida,status url bd,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi,ultima modificacion de la pagina de la bd,dias transcurridos desde la ultima modificacion de la pagina de la bd
SynLethDB,https://www.oxfordjournals.org/nar/database/summary/1890,,http://histone.sce.ntu.edu.sg/SynLethDB/,,<urlopen error [Errno -2] Name or service not known>,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1108,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1108,,
PCOSKB,https://www.oxfordjournals.org/nar/database/summary/1892,False,http://www.campsign.bicnirrh.res.in/,http://www.campsign.bicnirrh.res.in/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/gkv1146,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1146,,
DGIdb,https://www.oxfordjournals.org/nar/database/summary/1893,True,http://dgidb.genome.wustl.edu,https://dgidb.genome.wustl.edu/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1165,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1165,,
SIDER,https://www.oxfordjournals.org/nar/database/summary/1894,False,http://sideeffects.embl.de/,http://sideeffects.embl.de/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1075,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1075,2016-05-17,2197
WITHDRAWN,https://www.oxfordjournals.org/nar/database/summary/1895,,http://cheminfo.charite.de/withdrawn,,<urlopen error [Errno -2] Name or service not known>,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1192,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1192,,
CPPsite,https://www.oxfordjournals.org/nar/database/summary/1896,False,http://crdd.osdd.net/raghava/cppsite/,http://crdd.osdd.net/raghava/cppsite/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1266,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1266,,
DBAASP,https://www.oxfordjournals.org/nar/database/summary/1897,True,http://dbaasp.org,https://dbaasp.org/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa991,https://academic.oup.com/nar/article/49/D1/D288/5957160,,
SATPdb,https://www.oxfordjournals.org/nar/database/summary/1898,False,http://crdd.osdd.net/raghava/satpdb/,http://crdd.osdd.net/raghava/satpdb/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1114,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1114,,
PlantDHS,https://www.oxfordjournals.org/nar/database/summary/1899,False,http://plantdhs.org,http://plantdhs.org,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkv962,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv962,,
PlantPAN,https://www.oxfordjournals.org/nar/database/summary/1900,False,http://PlantPAN2.itps.ncku.edu.tw,http://PlantPAN2.itps.ncku.edu.tw,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/gkv1035,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1035,2020-03-18,796
FLOR-ID,https://www.oxfordjournals.org/nar/database/summary/1902,False,http://www.phytosystems.ulg.ac.be/florid/,http://www.phytosystems.ulg.ac.be/florid/,200,Plant databases,Arabidopsis thaliana,,,,,http://dx.doi.org/10.1093/nar/gkv1054,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1054,,
SureChEMBL,https://www.oxfordjournals.org/nar/database/summary/1903,False,https://www.surechembl.org/search/,https://www.surechembl.org/search/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/gkv1253,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1253,,
Carbohydrate Structure Database (CSDB),https://www.oxfordjournals.org/nar/database/summary/1904,True,http://csdb.glycoscience.ru/database,http://csdb.glycoscience.ru/database/,200,Structure Databases,Carbohydrates,,,,,http://dx.doi.org/10.1093/nar/gkv840,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv840,2019-02-23,1185
GlyTouCan,https://www.oxfordjournals.org/nar/database/summary/1905,False,https://glytoucan.org,https://glytoucan.org,200,Structure Databases,Carbohydrates,,,,,https://doi.org/10.1093/nar/gkaa947,https://academic.oup.com/nar/article/49/D1/D1529/5943821,,
SugarBindDB,https://www.oxfordjournals.org/nar/database/summary/1906,True,http://sugarbind.expasy.org,https://sugarbind.expasy.org/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/gkv1247,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1247,,
MitoCarta,https://www.oxfordjournals.org/nar/database/summary/1907,,www.broadinstitute.org/mitocarta,,unknown url type: 'www.broadinstitute.org/mitocarta',Organelle databases,Mitochondrial genes and proteins,,,,,https://doi.org/10.1093/nar/gkaa1011,https://academic.oup.com/nar/article/49/D1/D1541/5974091,,
MitoAge,https://www.oxfordjournals.org/nar/database/summary/1908,,http://www.mitoage.org,,<urlopen error [Errno -2] Name or service not known>,Organelle databases,Mitochondrial genes and proteins,,,,,http://dx.doi.org/10.1093/nar/gkv1187,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1187,,
intOGen,https://www.oxfordjournals.org/nar/database/summary/1909,True,http://www.intogen.org/search,https://www.intogen.org/search,200,Human Genes and Diseases,Cancer gene databases,,,,,,,,
DIVAS,https://www.oxfordjournals.org/nar/database/summary/1910,,https://rvs.u.hpc.mssm.edu/divas/,,HTTP Error 404: Not Found,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/bioinformatics/btv511jtt,,,
DriverDBv2,https://www.oxfordjournals.org/nar/database/summary/1911,True,http://ngs.ym.edu.tw/driverdb,http://ngs.ym.edu.tw/driverdb/,200,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/gkv1314,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1314,2019-09-06,990
T2D portal,https://www.oxfordjournals.org/nar/database/summary/1912,True,http://www.type2diabetesgenetics.org/,https://t2d.hugeamp.org/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,,,2022-03-28,56
ImmuNet,https://www.oxfordjournals.org/nar/database/summary/1913,True,http://immunet.princeton.edu,https://immunet.princeton.edu/,200,Immunological databases,,,,,,http://dx.doi.org/10.1016/j.immuni.2015.08.014,https://linkinghub.elsevier.com/retrieve/pii/S1074761315003465,,
DisGeNET,https://www.oxfordjournals.org/nar/database/summary/1914,True,http://www.disgenet.org/,https://www.disgenet.org/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/database/bav028,https://academic.oup.com/database/article-lookup/doi/10.1093/database/bav028,,
PlanMine,https://www.oxfordjournals.org/nar/database/summary/1872,True,http://planmine.mpi-cbg.de/,https://planmine.mpibpc.mpg.de/planmine/begin.do,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/gkv1148,https://academic.oup.com/nar/article-lookup/doi/10.1093/nar/gkv1148,,
GETPrime,https://www.oxfordjournals.org/nar/database/summary/1916,True,http://bbcftools.epfl.ch/getprime,https://gecftools.epfl.ch/getprime,200,Plant databases,Other plants,,,,,http://dx.doi.org/10.1093/nar/1916,,,
GTRD,https://www.oxfordjournals.org/nar/database/summary/1917,False,http://gtrd.biouml.org,http://gtrd.biouml.org,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gky1128,https://academic.oup.com/nar/article/47/D1/D100/5184717,,
LincSNP,https://www.oxfordjournals.org/nar/database/summary/1918,False,http://bio-bigdata.hrbmu.edu.cn/lincsnp/,http://bio-bigdata.hrbmu.edu.cn/lincsnp/,200,RNA sequence databases,,,,,,https://doi.org/10.1093/nar/gkaa1037,https://academic.oup.com/nar/article/49/D1/D1244/5997411,,
LNCediting,https://www.oxfordjournals.org/nar/database/summary/1919,False,http://bioinfo.life.hust.edu.cn/LNCediting/,http://bioinfo.life.hust.edu.cn/LNCediting/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/1919,,,
MethSMRT,https://www.oxfordjournals.org/nar/database/summary/1920,,http://sysbio.sysu.edu.cn/methsmrt,,<urlopen error timed out>,Nucleotide Sequence Databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/1920,,,
miRPathDB,https://www.oxfordjournals.org/nar/database/summary/1921,False,https://mpd.bioinf.uni-sb.de/,https://mpd.bioinf.uni-sb.de/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/1921,,,
POSTAR,https://www.oxfordjournals.org/nar/database/summary/1922,False,http://POSTAR.ncrnalab.org,http://POSTAR.ncrnalab.org,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/1922,,2022-02-28,84
RAID,https://www.oxfordjournals.org/nar/database/summary/1923,,http://www.rna-society.org/raid,,HTTP Error 301: Moved Permanently,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/1923,,,
RNALocate,https://www.oxfordjournals.org/nar/database/summary/1925,False,http://www.rna-society.org/rnalocate/,http://www.rna-society.org/rnalocate/,200,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/1925,,2021-09-13,252
SNP2TFBS,https://www.oxfordjournals.org/nar/database/summary/1926,,http://ccg.vital-it.ch/snp2tfbs/:,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1123)>,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/1926,,,
TFBSbank,https://www.oxfordjournals.org/nar/database/summary/1927,False,http://tfbsbank.co.uk/,http://tfbsbank.co.uk/,200,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/1927,,,
Uniclust,https://www.oxfordjournals.org/nar/database/summary/1928,True,http://uniclust.mmseqs.com/,https://uniclust.mmseqs.com/,200,Protein sequence databases,General sequence databases,,,,,http://dx.doi.org/10.1093/nar/1928,,,
ADPriboDB,https://www.oxfordjournals.org/nar/database/summary/1929,,http://adpribodb.leunglab.org/,,HTTP Error 406: Not Acceptable,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/gkaa941,https://academic.oup.com/nar/article/49/D1/D261/5952204,,
FuzDB,https://www.oxfordjournals.org/nar/database/summary/1930,False,http://protdyn-database.org,http://protdyn-database.org,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/1930,,,
JET2 Viewer,https://www.oxfordjournals.org/nar/database/summary/1931,False,http://www.lcqb.upmc.fr/jet2_viewer/,http://www.lcqb.upmc.fr/jet2_viewer/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/1931,,2016-07-22,2131
LinkProt,https://www.oxfordjournals.org/nar/database/summary/1932,True,http://linkprot.cent.uw.edu.pl/,https://linkprot.cent.uw.edu.pl/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/1932,,,
Membranome,https://www.oxfordjournals.org/nar/database/summary/1933,True,http://membranome.org/,https://membranome.org/,200,Protein sequence databases,Protein localization and targeting,,,,,http://dx.doi.org/10.1093/nar/1933,,2022-05-16,7
mutLBSgeneDB,https://www.oxfordjournals.org/nar/database/summary/1934,False,http://www.zhaobioinfo.org/mutLBSgeneDB/,http://www.zhaobioinfo.org/mutLBSgeneDB/,200,Protein sequence databases,Protein sequence motifs and active sites,,,,,http://dx.doi.org/10.1093/nar/1934,,2016-05-09,2205
WERAM,https://www.oxfordjournals.org/nar/database/summary/1935,False,http://weram.biocuckoo.org/,http://weram.biocuckoo.org/,200,Protein sequence databases,Databases of individual protein families,,,,,http://dx.doi.org/10.1093/nar/1935,,,
ECOD,https://www.oxfordjournals.org/nar/database/summary/1936,False,http://prodata.swmed.edu/ecod/,http://prodata.swmed.edu/ecod/,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/1936,,,
TSTMP,https://www.oxfordjournals.org/nar/database/summary/1937,False,http://tstmp.enzim.ttk.mta.hu,http://tstmp.enzim.ttk.mta.hu,200,Structure Databases,Protein structure,,,,,http://dx.doi.org/10.1093/nar/1937,,,
Ontobee,https://www.oxfordjournals.org/nar/database/summary/1938,True,http://www.ontobee.org/,https://www.ontobee.org/,200,Genomics Databases (non-vertebrate),"Genome annotation terms, ontologies and nomenclature",,,,,http://dx.doi.org/10.1093/nar/1938,,,
Coexpedia,https://www.oxfordjournals.org/nar/database/summary/1939,True,http://www.coexpedia.org,https://www.coexpedia.org/,200,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/1939,,,
CGDB,https://www.oxfordjournals.org/nar/database/summary/1940,False,http://cgdb.biocuckoo.org/,http://cgdb.biocuckoo.org/,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/1940,,,
FAIRDOMHub,https://www.oxfordjournals.org/nar/database/summary/1941,False,https://fairdomhub.org/,https://fairdomhub.org/,200,Other Molecular Biology Databases,,,,,,http://dx.doi.org/10.1093/nar/1941,,,
HIPPIE,https://www.oxfordjournals.org/nar/database/summary/1942,True,http://cbdm.uni-mainz.de/hippie/,http://cbdm-01.zdv.uni-mainz.de/~mschaefer/hippie/,200,Metabolic and Signaling Pathways,Protein-protein interactions,,,,,http://dx.doi.org/10.1093/nar/1942,,,
pathDIP,https://www.oxfordjournals.org/nar/database/summary/1943,,http://ophid.utoronto.ca/pathDIP,,<urlopen error timed out>,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/1943,,,
XTalkDB,https://www.oxfordjournals.org/nar/database/summary/1944,True,http://www.xtalkdb.org,http://www.xtalkdb.org/home,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,http://dx.doi.org/10.1093/nar/1944,,,
IMG/VR v3,https://www.oxfordjournals.org/nar/database/summary/1945,False,https://img.jgi.doe.gov/vr/,https://img.jgi.doe.gov/vr/,200,Genomics Databases (non-vertebrate),Viral genome databases,,,,,https://doi.org/10.1093/nar/gkaa946,https://academic.oup.com/nar/article/49/D1/D764/5952208,,
Influenza Research Database,https://www.oxfordjournals.org/nar/database/summary/1946,True,http://www.fludb.org,https://www.fludb.org/brc/home.spg?decorator=influenza,200,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/1946,,2022-05-23,0
MRPrimerV,https://www.oxfordjournals.org/nar/database/summary/1947,True,http://infolab.dgist.ac.kr/MRPrimerV,http://infolab.kaist.ac.kr/,200,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/1947,,,
pVOGs,https://www.oxfordjournals.org/nar/database/summary/1948,,http://research.engineering.uiowa.edu/kristensenlab/VOG,,HTTP Error 404: Not Found,Genomics Databases (non-vertebrate),Viral genome databases,,,,,http://dx.doi.org/10.1093/nar/1948,,,
antiSMASH,https://www.oxfordjournals.org/nar/database/summary/1949,True,http://antismash-db.secondarymetabolites.org,https://antismash-db.secondarymetabolites.org/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/gkaa978,https://academic.oup.com/nar/article/49/D1/D639/5957162,2020-11-06,563
IMG-ABC,https://www.oxfordjournals.org/nar/database/summary/1950,False,https://img.jgi.doe.gov/abc-public/,https://img.jgi.doe.gov/abc-public/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/1950,,,
CARD,https://www.oxfordjournals.org/nar/database/summary/1951,True,http://arpcard.mcmaster.ca,https://card.mcmaster.ca/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/1951,,,
MEGaRes,https://www.oxfordjournals.org/nar/database/summary/1952,,https://meg.colostate.edu/MEGaRes/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1123)>,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/1952,,,
PathoYeastract,https://www.oxfordjournals.org/nar/database/summary/1953,True,http://pathoyeastract.org/index.php,http://yeastract-plus.org/pathoyeastract/index.php,200,Genomics Databases (non-vertebrate),Fungal genome databases,,,,,http://dx.doi.org/10.1093/nar/1953,,,
WDCM,https://www.oxfordjournals.org/nar/database/summary/1954,True,http://www.wdcm.org,https://www.wdcm.org/,200,Genomics Databases (non-vertebrate),Prokaryotic genome databases,,,,,http://dx.doi.org/10.1093/nar/1954,,2022-01-20,123
CeNDR,https://www.oxfordjournals.org/nar/database/summary/1956,True,http://www.elegansvariation.org,https://www.elegansvariation.org/,200,Genomics Databases (non-vertebrate),Invertebrate genome databases,,,,,http://dx.doi.org/10.1093/nar/1956,,,
CistromeDB,https://www.oxfordjournals.org/nar/database/summary/1957,True,http://cistrome.org/db,http://cistrome.org/db/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/1957,,2019-05-19,1100
GenomeCRISPR,https://www.oxfordjournals.org/nar/database/summary/1958,True,http://genomecrispr.org,http://genomecrispr.dkfz.de/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/1958,,,
HieranoiDB,https://www.oxfordjournals.org/nar/database/summary/1959,True,http://hieranoidb.sbc.su.se/,https://hieranoidb.sbc.su.se/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/1959,,,
HipSci,https://www.oxfordjournals.org/nar/database/summary/1960,True,http://www.hipsci.org/,https://www.hipsci.org/,200,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/1960,,2020-10-07,593
Monarch Initiative,https://www.oxfordjournals.org/nar/database/summary/1961,True,http://monarchinitiative.org,https://monarchinitiative.org/,200,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,http://dx.doi.org/10.1093/nar/1961,,2021-12-30,144
REDIportal,https://www.oxfordjournals.org/nar/database/summary/1962,False,http://srv00.recas.ba.infn.it/atlas/index.html,http://srv00.recas.ba.infn.it/atlas/index.html,200,RNA sequence databases,,,,,,https://doi.org/10.1093/nar/gkaa916,https://academic.oup.com/nar/article/49/D1/D1012/5940507,2020-09-16,614
mirDNMR,https://www.oxfordjournals.org/nar/database/summary/1964,,https://www.wzgenomics.cn/mirdnmr/,,<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)>,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/1964,,,
denovo-db,https://www.oxfordjournals.org/nar/database/summary/1965,True,http://denovo-db.gs.washington.edu,https://denovo-db.gs.washington.edu/denovo-db/,200,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/1965,,,
dbDEMC,https://www.oxfordjournals.org/nar/database/summary/1966,True,http://www.picb.ac.cn/dbDEMC,https://www.biosino.org/dbDEMC/index,200,Human Genes and Diseases,Cancer gene databases,,,,,http://dx.doi.org/10.1093/nar/1966,,,
ExAC browser,https://www.oxfordjournals.org/nar/database/summary/1968,True,http://exac.broadinstitute.org,https://exac.broadinstitute.org:443/,200,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/1968,,2022-01-21,122
IGSR,https://www.oxfordjournals.org/nar/database/summary/1969,,http://www.1000genomes.org/data-portal,,<urlopen error [SSL: SSLV3_ALERT_HANDSHAKE_FAILURE] sslv3 alert handshake failure (_ssl.c:1123)>,Human Genes and Diseases,General polymorphism databases,,,,,http://dx.doi.org/10.1093/nar/1969,,,
NSDNA,https://www.oxfordjournals.org/nar/database/summary/1971,,http://www.bio-bigdata.net/nsdna/,,HTTP Error 502: Bad Gateway,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/1971,,,
KERIS,https://www.oxfordjournals.org/nar/database/summary/1972,,http://igenomed.org/KERIS,,<urlopen error [Errno -2] Name or service not known>,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/1972,,,
SZGR,https://www.oxfordjournals.org/nar/database/summary/1973,False,https://bioinfo.uth.edu/SZGR/,https://bioinfo.uth.edu/SZGR/,200,Human Genes and Diseases,"Gene-, system- or disease-specific databases",,,,,http://dx.doi.org/10.1093/nar/1973,,,
DrugCentral,https://www.oxfordjournals.org/nar/database/summary/1974,True,http://drugcentral.org,https://drugcentral.org/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa997,https://academic.oup.com/nar/article/49/D1/D1160/5957163,,
Exposome-Explorer,https://www.oxfordjournals.org/nar/database/summary/1975,False,http://exposome-explorer.iarc.fr,http://exposome-explorer.iarc.fr,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1093/nar/1975,,,
Open Targets,https://www.oxfordjournals.org/nar/database/summary/1976,True,https://targetvalidation.org,https://platform.opentargets.org/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa1027,https://academic.oup.com/nar/article/49/D1/D1302/5983621,2022-04-28,25
Pharos,https://www.oxfordjournals.org/nar/database/summary/1977,False,https://pharos.nih.gov/,https://pharos.nih.gov/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkaa993,https://academic.oup.com/nar/article/49/D1/D1334/5958490,,
EURISCO,https://www.oxfordjournals.org/nar/database/summary/1978,True,http://eurisco.ecpgr.org/,https://eurisco.ipk-gatersleben.de/apex/eurisco_ws/r/eurisco/home,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/1978,,,
PceRBase,https://www.oxfordjournals.org/nar/database/summary/1979,False,http://bis.zju.edu.cn/pcernadb/index.jsp,http://bis.zju.edu.cn/pcernadb/index.jsp,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/1979,,,
Plant Reactome,https://www.oxfordjournals.org/nar/database/summary/1981,True,http://plantreactome.gramene.org/,http://plantreactome.gramene.org/index.php?lang=en,200,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/1981,,2022-05-23,0
PMDBase,https://www.oxfordjournals.org/nar/database/summary/1982,,http://www.sesame-bioinfo.org/PMDBase,,HTTP Error 400: Bad Request,Plant databases,General plant databases,,,,,http://dx.doi.org/10.1093/nar/1982,,,
AraPheno,https://www.oxfordjournals.org/nar/database/summary/1983,False,https://arapheno.1001genomes.org,https://arapheno.1001genomes.org,200,Plant databases,Arabidopsis thaliana,,,,,http://dx.doi.org/10.1093/nar/1983,,,
SoyNet,https://www.oxfordjournals.org/nar/database/summary/1984,False,http://www.inetbio.org/soynet/,http://www.inetbio.org/soynet/,200,Plant databases,Other plants,,,,,http://dx.doi.org/10.1093/nar/1984,,,
ccNET,https://www.oxfordjournals.org/nar/database/summary/1985,False,http://structuralbiology.cau.edu.cn/gossypium/,http://structuralbiology.cau.edu.cn/gossypium/,200,Plant databases,Other plants,,,,,http://dx.doi.org/10.1093/nar/1985,,2017-04-25,1854
ProteomeXchange,https://www.oxfordjournals.org/nar/database/summary/1986,False,http://www.proteomexchange.org/,http://www.proteomexchange.org/,200,Proteomics Resources,,,,,,http://dx.doi.org/10.1093/nar/1986,,2021-11-25,179
ProteomeXchange,https://www.oxfordjournals.org/nar/database/summary/1987,False,http://www.proteomexchange.org/,http://www.proteomexchange.org/,200,Proteomics Resources,,,,,,http://dx.doi.org/10.1093/nar/1986,,2021-11-25,179
jPOSTrepo,https://www.oxfordjournals.org/nar/database/summary/1988,False,https://repository.jpostdb.org/,https://repository.jpostdb.org/,200,Proteomics Resources,,,,,,http://dx.doi.org/10.1093/nar/1987,,2019-12-26,879
Proteome-pI,https://www.oxfordjournals.org/nar/database/summary/1989,False,http://isoelectricpointdb.org/,http://isoelectricpointdb.org/,200,Proteomics Resources,,,,,,http://dx.doi.org/10.1093/nar/1988,,,
Open Targets,https://www.oxfordjournals.org/nar/database/summary/1991,True,https://www.targetvalidation.org/,https://platform.opentargets.org/,200,Proteomics Resources,,,,,,http://dx.doi.org/10.1093/nar/1988,,2022-04-28,25
GigaDB,https://www.oxfordjournals.org/nar/database/summary/1992,,http://gigadb.org/site/index,,HTTP Error 403: Forbidden,Genomics Databases (non-vertebrate),General genomics databases,,,,,,,,
ImmPort,https://www.oxfordjournals.org/nar/database/summary/1993,True,http://www.immport.org/immport-open/public/home/home,https://www.immport.org/home,200,,,,,,,,,,
al MENA,https://www.oxfordjournals.org/nar/database/summary/1994,True,http://clingen.igib.res.in/almena/,https://clingen.igib.res.in/almena/,200,Human Genes and Diseases,General human genetics databases,,,,,,,,
BioFuelDB,https://www.oxfordjournals.org/nar/database/summary/1995,True,http://metagenomics.iiserb.ac.in/biofueldb,http://metagenomics.iiserb.ac.in/biofueldb/,200,Genomics Databases (non-vertebrate),General genomics databases,,,,,http://dx.doi.org/0.7717/peerj.3497,,2017-05-31,1818
RepoDB,https://www.oxfordjournals.org/nar/database/summary/1996,False,http://apps.chiragjpgroup.org/repoDB/,http://apps.chiragjpgroup.org/repoDB/,200,Other Molecular Biology Databases,Drugs and drug design,,,,,http://dx.doi.org/10.1038/sdata.2017.29,https://www.nature.com/articles/sdata201729,,
MiST 3.0,https://www.oxfordjournals.org/nar/database/summary/1999,False,https://mistdb.com/,https://mistdb.com/,200,Metabolic and Signaling Pathways,Signalling pathways,,,,,https://doi.org/10.1093/nar/gkz988,https://academic.oup.com/nar/article/48/D1/D459/5637588,,
EVLncRNAs,https://www.oxfordjournals.org/nar/database/summary/2000,,http://biophy.dzu.edu.cn/EVLncRNAs2,,HTTP Error 403: Forbidden,RNA sequence databases,Coding and non-coding DNA,,,,,http://dx.doi.org/10.1093/nar/gkaa1076,https://academic.oup.com/nar/article/49/D1/D86/5998394,,
ViBrism DB,https://www.oxfordjournals.org/nar/database/summary/2001,False,https://vibrism.neuroinf.jp/,https://vibrism.neuroinf.jp/,200,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gky951,https://academic.oup.com/nar/article/47/D1/D859/5146203,2019-03-24,1156
PhaSePro,https://www.oxfordjournals.org/nar/database/summary/2002,False,https://phasepro.elte.hu/,https://phasepro.elte.hu/,200,Organelle databases,,,,,,https://doi.org/10.1093/nar/gkz848,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz848/5587636,,
STEMFORMATICS,https://www.oxfordjournals.org/nar/database/summary/2003,True,http://www.stemformatics.org,https://www.stemformatics.org/,200,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gky1064,https://academic.oup.com/nar/article/47/D1/D841/5165343,,
PolyASite 2.0: a consolidated atlas of polyadenylation sites from 3â€² end sequencing,https://www.oxfordjournals.org/nar/database/summary/2004,False,https://polyasite.unibas.ch,https://polyasite.unibas.ch,200,RNA sequence databases,,,,,,https://doi.org/10.1093/nar/gkz918,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz918/5588346,,
