nombre,url nar,urls db en nar y redirigida son iguales,url db en nar,url db redirigida,codigo status url db,status url db,ultima modificacion de pagina con url db en nar,categoria 1,subcategoria 1,categoria 2,subcategoria 2,categoria 3,subcategoria 3,doi,url redirigida del doi
NucMap: a database of genome-wide nucleosome positioning map across species,https://www.oxfordjournals.org/nar/database/summary/2043,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky980,https://academic.oup.com/nar/article/47/D1/D163/5134334
Plant editosome database: a curated database of RNA editosome in plants,https://www.oxfordjournals.org/nar/database/summary/2044,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1026,https://academic.oup.com/nar/article/47/D1/D170/5144952
piRBase: a comprehensive database of piRNA sequences,https://www.oxfordjournals.org/nar/database/summary/2045,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1043,https://academic.oup.com/nar/article/47/D1/D175/5146202
piRTarBase: a database of piRNA targeting sites and their roles in gene regulation,https://www.oxfordjournals.org/nar/database/summary/2046,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky956,https://academic.oup.com/nar/article/47/D1/D181/5144141
Plasmid ATLAS: plasmid visual analytics and identification in high-throughput sequencing data,https://www.oxfordjournals.org/nar/database/summary/2047,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1073,https://academic.oup.com/nar/article/47/D1/D188/5160973
PLSDB: a resource of complete bacterial plasmids,https://www.oxfordjournals.org/nar/database/summary/2048,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1050,https://academic.oup.com/nar/article/47/D1/D195/5149885
POSTAR2: deciphering the post-transcriptional regulatory logics,https://www.oxfordjournals.org/nar/database/summary/2049,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky830,https://academic.oup.com/nar/article/47/D1/D203/5098585
RegulonDB v 10.5: tackling challenges to unify classic and high throughput knowledge of gene regulation in E. coli K-12,https://www.oxfordjournals.org/nar/database/summary/2050,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1077,https://academic.oup.com/nar/article/47/D1/D212/5160972
RPFdb v2.0: an updated database for genome-wide information of translated mRNA generated from ribosome profiling,https://www.oxfordjournals.org/nar/database/summary/2051,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky978,https://academic.oup.com/nar/article/47/D1/D230/5134326
SEdb: a comprehensive human super-enhancer database,https://www.oxfordjournals.org/nar/database/summary/2052,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1025,https://academic.oup.com/nar/article/47/D1/D235/5146197
SSRome: an integrated database and pipelines for exploring microsatellites in all organisms,https://www.oxfordjournals.org/nar/database/summary/2053,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky998,https://academic.oup.com/nar/article/47/D1/D244/5144968
TransmiR v2.0: an updated transcription factor-microRNA regulation database,https://www.oxfordjournals.org/nar/database/summary/2054,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1023,https://academic.oup.com/nar/article/47/D1/D253/5146188
The UNITE database for molecular identification of fungi: handling dark taxa and parallel taxonomic classifications,https://www.oxfordjournals.org/nar/database/summary/2055,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1022,https://academic.oup.com/nar/article/47/D1/D259/5146189
AlloMAPS: allosteric mutation analysis and polymorphism of signaling database,https://www.oxfordjournals.org/nar/database/summary/2056,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1028,https://academic.oup.com/nar/article/47/D1/D265/5144961
Ancestral Genomes: a resource for reconstructed ancestral genes and genomes across the tree of life,https://www.oxfordjournals.org/nar/database/summary/2057,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1009,https://academic.oup.com/nar/article/47/D1/D271/5146195
dbAMP: an integrated resource for exploring antimicrobial peptides with functional activities and physicochemical properties on transcriptome and proteome data,https://www.oxfordjournals.org/nar/database/summary/2058,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1030,https://academic.oup.com/nar/article/47/D1/D285/5150231
dbPTM in 2019: exploring disease association and cross-talk of post-translational modifications,https://www.oxfordjournals.org/nar/database/summary/2059,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1074,https://academic.oup.com/nar/article/47/D1/D298/5168818
"eggNOG 5.0: a hierarchical, functionally and phylogenetically annotated orthology resource based on 5090 organisms and 2502 viruses",https://www.oxfordjournals.org/nar/database/summary/2060,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1085,https://academic.oup.com/nar/article/47/D1/D309/5173662
EncoMPASS: an online database for analyzing structure and symmetry in membrane proteins,https://www.oxfordjournals.org/nar/database/summary/2061,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky952,https://academic.oup.com/nar/article/47/D1/D315/5144152
ENPD - A Database of Eukaryotic Nucleic Acid Binding Proteins: Linking Gene Regulations to Proteins,https://www.oxfordjournals.org/nar/database/summary/2062,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1112,https://academic.oup.com/nar/article/47/D1/D322/5204332
The Immune Epitope Database (IEDB): 2018 update,https://www.oxfordjournals.org/nar/database/summary/2063,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1006,https://academic.oup.com/nar/article/47/D1/D339/5144151
"iEKPD 2.0: an update with rich annotations for eukaryotic protein kinases, protein phosphatases and proteins containing phosphoprotein-binding domains",https://www.oxfordjournals.org/nar/database/summary/2064,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1063,https://academic.oup.com/nar/article/47/D1/D344/5150237
KinaMetrix: a web resource to investigate kinase conformations and inhibitor space,https://www.oxfordjournals.org/nar/database/summary/2065,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky916,https://academic.oup.com/nar/article/47/D1/D361/5128920
KnotProt 2.0: a database of proteins with knots and other entangled structures,https://www.oxfordjournals.org/nar/database/summary/2066,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1140,https://academic.oup.com/nar/article/47/D1/D367/5223942
MatrixDB: integration of new data with a focus on glycosaminoglycan interactions,https://www.oxfordjournals.org/nar/database/summary/2067,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1035,https://academic.oup.com/nar/article/47/D1/D376/5146200
The MemProtMD database: a resource for membrane-embedded protein structures and their lipid interactions,https://www.oxfordjournals.org/nar/database/summary/2068,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gky1047,https://academic.oup.com/nar/article/47/D1/D390/5173663
LncTarD: a manually-curated database of experimentally-supported functional lncRNAâ€“target regulations in human diseases,https://www.oxfordjournals.org/nar/database/summary/2069,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz985,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz985/5622712
miRDB: an online database for prediction of functional microRNA targets,https://www.oxfordjournals.org/nar/database/summary/2070,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz757,https://academic.oup.com/nar/article/48/D1/D127/5557729
miRPathDB 2.0: a novel release of the miRNA Pathway Dictionary Database,https://www.oxfordjournals.org/nar/database/summary/2071,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz1022,https://academic.oup.com/nar/article/48/D1/D142/5613673
"MSDB: a comprehensive, annotated database of microsatellites",https://www.oxfordjournals.org/nar/database/summary/2072,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz886,https://academic.oup.com/nar/article/48/D1/D155/5584837
NPInter v4.0: an integrated database of ncRNA interactions,https://www.oxfordjournals.org/nar/database/summary/2073,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz969,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz969/5610361
oRNAment: a database of putative RNA binding protein target sites in the transcriptomes of model species,https://www.oxfordjournals.org/nar/database/summary/2074,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz986,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz986/5625539
ReMap 2020: a database of regulatory regions from an integrative analysis of Human and Arabidopsis DNA-binding sequencing experiments,https://www.oxfordjournals.org/nar/database/summary/2075,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz945,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz945/5608991
RNAInter in 2020: RNA interactome repository with increased coverage and annotation,https://www.oxfordjournals.org/nar/database/summary/2076,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz804,https://academic.oup.com/nar/article/48/D1/D189/5570701
SEA version 3.0:Â a comprehensive extension and update of the Super-Enhancer archive,https://www.oxfordjournals.org/nar/database/summary/2077,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz1028,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz1028/5610346
SEAweb: the small RNA Expression Atlas web application,https://www.oxfordjournals.org/nar/database/summary/2078,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz869,https://academic.oup.com/nar/article/48/D1/D204/5584526
"snoDB: an interactive database of human snoRNA sequences, abundance and interactions",https://www.oxfordjournals.org/nar/database/summary/2079,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz884,https://academic.oup.com/nar/article/48/D1/D220/5584620
SNP2APA: a database for evaluating effects of genetic variants on alternative polyadenylation in human cancers,https://www.oxfordjournals.org/nar/database/summary/2080,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz793,https://academic.oup.com/nar/article/48/D1/D226/5568208
SpatialDB: a database for spatially resolved transcriptomes,https://www.oxfordjournals.org/nar/database/summary/2081,,https://www.spatialomics.org/SpatialDB/,,"HTTPSConnectionPool(host='www.spatialomics.org', port=443): Max retries exceeded with url: /SpatialDB/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))","HTTPSConnectionPool(host='www.spatialomics.org', port=443): Max retries exceeded with url: /SpatialDB/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))",,Nucleotide Sequence Databases,Transcriptional regulator sites and transcription factors,,,,,http://dx.doi.org/10.1093/nar/gkz934,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz934/5622703
SyntDB:Â defining orthologues of human long noncoding RNAs across primates,https://www.oxfordjournals.org/nar/database/summary/2082,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz941,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz941/5625921
TFBSshape: an expanded motif database for DNA shape features of transcription factor binding sites,https://www.oxfordjournals.org/nar/database/summary/2083,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz970,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz970/5609530
T-psi-C: user friendly database of tRNA sequences and structures,https://www.oxfordjournals.org/nar/database/summary/2084,,,,,,,RNA sequence databases,,,,,,http://dx.doi.org/10.1093/nar/gkz922,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz922/5590657
The ABCD database: a repository for chemically defined antibodies,https://www.oxfordjournals.org/nar/database/summary/2085,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz714,https://academic.oup.com/nar/article/48/D1/D261/5549708
CDD/SPARCLE: the conserved domain database in 2020,https://www.oxfordjournals.org/nar/database/summary/2086,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz991,https://academic.oup.com/nar/article/48/D1/D265/5645006
DisProt: intrinsic protein disorder annotation in 2020,https://www.oxfordjournals.org/nar/database/summary/2087,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz975,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz975/5622715
DNAproDB: an expanded database and web-based tool for structural analysis of DNAâ€“protein complexes,https://www.oxfordjournals.org/nar/database/summary/2088,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz889,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz889/5587632
DrLLPS: a data resource of liquidâ€“liquid phase separation in eukaryotes,https://www.oxfordjournals.org/nar/database/summary/2089,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz1027,https://academic.oup.com/nar/article/48/D1/D288/5613676
ELMâ€”the eukaryotic linear motif resource in 2020,https://www.oxfordjournals.org/nar/database/summary/2090,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz1030,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz1030/5611669
"EuRBPDB: a comprehensive resource for annotation, functional and oncological investigation of eukaryotic RNA binding proteins (RBPs)",https://www.oxfordjournals.org/nar/database/summary/2091,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz823,https://academic.oup.com/nar/article/48/D1/D307/5584525
Genome3D: integrating a collaborative data pipeline to expand the depth and breadth of consensus protein structure annotation,https://www.oxfordjournals.org/nar/database/summary/2092,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz967,https://academic.oup.com/nar/article/48/D1/D314/5626529
LLPSDB: a database of proteins undergoing liquidâ€“liquid phase separation in vitro,https://www.oxfordjournals.org/nar/database/summary/2093,,,,,,,,,,,,,http://dx.doi.org/10.1093/nar/gkz778,https://academic.oup.com/nar/article/48/D1/D320/5563946
DescribePROT,https://www.oxfordjournals.org/nar/database/summary/2094,True,http://biomine.cs.vcu.edu/servers/DESCRIBEPROT/,http://biomine.cs.vcu.edu/servers/DESCRIBEPROT/,200,OK,26 Jun 2020,Protein sequence databases,,,,,,https://doi.org/10.1093/nar/,
STAB,https://www.oxfordjournals.org/nar/database/summary/2100,,http://stab.comp-sysbio.org,,"HTTPConnectionPool(host='stab.comp-sysbio.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ab2e38>: Failed to establish a new connection: [Errno 111] Connection refused'))","HTTPConnectionPool(host='stab.comp-sysbio.org', port=80): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ab2e38>: Failed to establish a new connection: [Errno 111] Connection refused'))",,Microarray Data and other Gene Expression Databases,,,,,,http://dx.doi.org/10.1093/nar/gkaa762,https://academic.oup.com/nar/article/49/D1/D1029/5911746
CSVS - The Collaborative Spanish Variability Server,https://www.oxfordjournals.org/nar/database/summary/2101,True,http://csvs.babelomics.org/,http://csvs.babelomics.org/,200,OK,16 Feb 2021,Human Genes and Diseases,General human genetics databases,,,,,http://dx.doi.org/10.1093/nar/gkaa762,https://academic.oup.com/nar/article/49/D1/D1029/5911746
RetNet,https://www.oxfordjournals.org/nar/database/summary/2102,True,https://sph.uth.edu/retnet/,https://sph.uth.edu/retnet/,200,OK,07 Jan 2022,Nucleotide Sequence Databases,"Gene structure, introns and exons, splice sites",,,,,,
EukProt,https://www.oxfordjournals.org/nar/database/summary/2103,True,https://doi.org/10.6084/m9.figshare.12417881.v2/,https://doi.org/10.6084/m9.figshare.12417881.v2/,404,Not Found,,Protein sequence databases,General sequence databases,,,,,http://dx.doi.org/10.1101/2020.06.30.180687,https://www.biorxiv.org/content/10.1101/2020.06.30.180687v2
MemMoRF,https://www.oxfordjournals.org/nar/database/summary/2104,,https://memmorf.hegelab.org/,,"HTTPSConnectionPool(host='memmorf.hegelab.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))","HTTPSConnectionPool(host='memmorf.hegelab.org', port=443): Max retries exceeded with url: / (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1123)')))",,Protein sequence databases,Protein properties,,,,,http://dx.doi.org/10.1093/nar/gkaa954,https://academic.oup.com/nar/article/49/D1/D355/5943195
Datanator,https://www.oxfordjournals.org/nar/database/summary/2106,False,https://datanator.info,https://datanator.info/,200,OK,,Metabolic and Signaling Pathways,,,,,,http://dx.doi.org/10.1093/nar/gkaa1008,https://academic.oup.com/nar/article/49/D1/D516/5974093
ModelSEED,https://www.oxfordjournals.org/nar/database/summary/2107,False,https://modelseed.org,https://modelseed.org/,200,OK,04 Aug 2020,Metabolic and Signaling Pathways,,,,,,http://dx.doi.org/10.1093/nar/gkaa746,https://academic.oup.com/nar/article/49/D1/D575/5912569
CRISP-view,https://www.oxfordjournals.org/nar/database/summary/2108,False,http://crispview.weililab.org,http://crispview.weililab.org/,200,OK,,,,,,,,http://dx.doi.org/,
PKDB - Pharmacokinetics Database,https://www.oxfordjournals.org/nar/database/summary/2109,False,https://pk-db.com,https://pk-db.com/,200,OK,20 Apr 2022,,,,,,,http://dx.doi.org/,
Genomes OnLine Database (GOLD),https://www.oxfordjournals.org/nar/database/summary/2110,True,https://gold.jgi.doe.gov/,https://gold.jgi.doe.gov/,200,OK,,Genomics Databases (non-vertebrate),General genomics databases,,,,,http://dx.doi.org/10.1093/nar/gkaa983,https://academic.oup.com/nar/article/49/D1/D723/5957166
INTEDE,https://www.oxfordjournals.org/nar/database/summary/2111,True,https://idrblab.org/intede/,https://idrblab.org/intede/,200,OK,02 Jun 2020,Other Molecular Biology Databases,Drugs and drug design,,,,,http://doi.org/10.1093/nar/gkaa755,https://academic.oup.com/nar/article/49/D1/D1233/5921284
GIMICA,https://www.oxfordjournals.org/nar/database/summary/2112,True,https://idrblab.org/gimica/,https://idrblab.org/gimica/,200,OK,23 Jun 2020,Other Molecular Biology Databases,Drugs and drug design,,,,,http://doi.org/10.1093/nar/gkaa851,https://academic.oup.com/nar/article/49/D1/D715/5921285
VARIDT,https://www.oxfordjournals.org/nar/database/summary/2113,,https://db.idrblab.org/varidt/,,"HTTPSConnectionPool(host='db.idrblab.org', port=443): Max retries exceeded with url: /varidt/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1123)')))","HTTPSConnectionPool(host='db.idrblab.org', port=443): Max retries exceeded with url: /varidt/ (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate (_ssl.c:1123)')))",,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkz779,https://academic.oup.com/nar/article/48/D1/D1042/5565287
TTD,https://www.oxfordjournals.org/nar/database/summary/2114,True,http://db.idrblab.org/ttd/,http://db.idrblab.org/ttd/,503,Service Temporarily Unavailable,,Other Molecular Biology Databases,Drugs and drug design,,,,,https://doi.org/10.1093/nar/gkz981,https://academic.oup.com/nar/advance-article/doi/10.1093/nar/gkz981/5613683
ViruSurf,https://www.oxfordjournals.org/nar/database/summary/2115,False,http://gmql.eu/virusurf/,http://cerilab.deib.polimi.it/virusurf/,502,Bad Gateway,,Genomics Databases (non-vertebrate),Viral genome databases,,,,,https://doi.org/10.1093/nar/gkaa846,https://academic.oup.com/nar/article/49/D1/D817/5921283
GenCC Database,https://www.oxfordjournals.org/nar/database/summary/2116,True,https://search.thegencc.org/,https://search.thegencc.org/,200,OK,,Human and other Vertebrate Genomes,"Model organisms, comparative genomics",,,,,,
SSRome,https://www.oxfordjournals.org/nar/database/summary/2117,False,http://mggm-lab.easyomics.org,http://mggm-lab.easyomics.org/,200,OK,,Organelle databases,,,,,,https://doi.org/10.1093/nar/gky998,https://academic.oup.com/nar/article/47/D1/D244/5144968
COG,https://www.oxfordjournals.org/nar/database/summary/2200,False,https://www.ncbi.nlm.nih.gov/COG/,https://www.ncbi.nlm.nih.gov/research/cog-project/,200,OK,21 Mar 2021,,,,,,,https://doi.org/10.1093/nar/gkaa1018,https://academic.oup.com/nar/article/49/D1/D274/5964069
,https://www.oxfordjournals.org/nar/database/summary/2201,,,,,,,,,,,,,https://doi.org/10.1093/nar/gkaa,
deepBase,https://www.oxfordjournals.org/nar/database/summary/2202,False,http://rna.sysu.edu.cn/deepbase3,https://rna.sysu.edu.cn/deepbase3/,200,OK,15 Apr 2021,,,,,,,https://doi.org/10.1093/nar/gkaa1039,https://academic.oup.com/nar/article/49/D1/D877/5974095
ZFIN,https://www.oxfordjournals.org/nar/database/summary/2203,True,https://zfin.org/,https://zfin.org/,200,,,,,,,,,https://doi.org/10.1093/nar/gkaa1010,https://academic.oup.com/nar/article/49/D1/D1058/5973440
DEG,https://www.oxfordjournals.org/nar/database/summary/2205,False,http://origin.tubic.org/deg/,http://origin.tubic.org/deg/public/index.php,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa917,https://academic.oup.com/nar/article/49/D1/D677/5937083
DGIdb,https://www.oxfordjournals.org/nar/database/summary/2206,False,http://www.dgidb.org/,https://www.dgidb.org/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa1084,https://academic.oup.com/nar/article/49/D1/D1144/6006193
AcrDB,https://www.oxfordjournals.org/nar/database/summary/2210,False,http://bcb.unl.edu/AcrDB/,https://bcb.unl.edu/AcrDB/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa857,https://academic.oup.com/nar/article/49/D1/D622/5929236
AcrHub,https://www.oxfordjournals.org/nar/database/summary/2211,False,http://pacrispr.erc.monash.edu/AcrHub,https://pacrispr.erc.monash.edu/AcrHub/,200,,,,,,,,,https://doi.org/10.1093/nar/gkaa951,https://academic.oup.com/nar/article/49/D1/D630/5952202
Aging Atlas,https://www.oxfordjournals.org/nar/database/summary/2212,False,https://bigd.big.ac.cn/aging,https://ngdc.cncb.ac.cn/aging/index,200,,,,,,,,,https://doi.org/10.1093/nar/gkaa894,https://academic.oup.com/nar/article/49/D1/D825/5943197
Animal-APAdb,https://www.oxfordjournals.org/nar/database/summary/2213,True,http://gong_lab.hzau.edu.cn/Animal-APAdb/,http://gong_lab.hzau.edu.cn/Animal-APAdb/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa778,https://academic.oup.com/nar/article/49/D1/D47/5912566
ATACdb,https://www.oxfordjournals.org/nar/database/summary/2214,False,http://www.licpathway.net/ATACdb,http://www.licpathway.net/ATACdb/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa943,https://academic.oup.com/nar/article/49/D1/D55/5943839
AtMAD,https://www.oxfordjournals.org/nar/database/summary/2215,False,http://www.megabionet.org/atmad,http://119.3.41.228/atmad/index.php,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa1042,https://academic.oup.com/nar/article/49/D1/D1445/5997440
BastionHub,https://www.oxfordjournals.org/nar/database/summary/2216,False,http://bastionhub.erc.monash.edu/,https://bastionhub.erc.monash.edu/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa899,https://academic.oup.com/nar/article/49/D1/D651/5934417
BiG-FAM,https://www.oxfordjournals.org/nar/database/summary/2217,False,https://bigfam.bioinformatics.nl,https://bigfam.bioinformatics.nl/home,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa812,https://academic.oup.com/nar/article/49/D1/D490/5917658
CancerImmunityQTL,https://www.oxfordjournals.org/nar/database/summary/2218,True,http://www.cancerimmunityqtl-hust.com/,http://www.cancerimmunityqtl-hust.com/,200,OK,14 Nov 2020,,,,,,,https://doi.org/10.1093/nar/gkaa805,https://academic.oup.com/nar/article/49/D1/D1065/5917653
Chewie-NS,https://www.oxfordjournals.org/nar/database/summary/2219,True,https://chewbbaca.online/,https://chewbbaca.online/,200,OK,07 Jun 2021,,,,,,,https://doi.org/10.1093/nar/gkaa889,https://academic.oup.com/nar/article/49/D1/D660/5929238
CMNPD,https://www.oxfordjournals.org/nar/database/summary/2220,True,http://www.ehbio.com/cmnpd/front/#/,http://www.ehbio.com/cmnpd/front/#/,404,Not Found,,,,,,,,https://doi.org/10.1093/nar/gkaa763,https://academic.oup.com/nar/article/49/D1/D509/5912565
CNCDatabase,https://www.oxfordjournals.org/nar/database/summary/2221,True,https://cncdatabase.med.cornell.edu/,https://cncdatabase.med.cornell.edu/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa915,https://academic.oup.com/nar/article/49/D1/D1094/5937084
cncRNAdb,https://www.oxfordjournals.org/nar/database/summary/2222,True,http://www.rna-society.org/cncrnadb/,http://www.rna-society.org/cncrnadb/,200,OK,08 Oct 2020,,,,,,,https://doi.org/10.1093/nar/gkaa791,https://academic.oup.com/nar/article/49/D1/D65/5917650
ConjuPepDB,https://www.oxfordjournals.org/nar/database/summary/2223,True,http://conjupepdb.ttk.hu/,http://conjupepdb.ttk.hu/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa950,https://academic.oup.com/nar/article/49/D1/D1102/5943820
CoV3D,https://www.oxfordjournals.org/nar/database/summary/2224,True,https://cov3d.ibbr.umd.edu/,https://cov3d.ibbr.umd.edu/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa731,https://academic.oup.com/nar/article/49/D1/D282/5901966
COVID19 Drug Repository,https://www.oxfordjournals.org/nar/database/summary/2225,True,http://covid19.md.biu.ac.il/,http://covid19.md.biu.ac.il/,200,OK,15 Feb 2022,,,,,,,https://doi.org/10.1093/nar/gkaa969,https://academic.oup.com/nar/article/49/D1/D1113/5964073
CovInDB,https://www.oxfordjournals.org/nar/database/summary/2226,True,http://cadd.zju.edu.cn/cidb/,http://cadd.zju.edu.cn/cidb/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa876,https://academic.oup.com/nar/article/49/D1/D1122/5929233
crisprSQL,https://www.oxfordjournals.org/nar/database/summary/2227,True,http://www.crisprsql.com/,http://www.crisprsql.com/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa885,https://academic.oup.com/nar/article/49/D1/D855/5934413
CRISPR-view,https://www.oxfordjournals.org/nar/database/summary/2228,,http://crispviewdatabase.weililab.org:8000/,,"HTTPConnectionPool(host='crispviewdatabase.weililab.org', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ab2820>: Failed to establish a new connection: [Errno 111] Connection refused'))","HTTPConnectionPool(host='crispviewdatabase.weililab.org', port=8000): Max retries exceeded with url: / (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xa5ab2820>: Failed to establish a new connection: [Errno 111] Connection refused'))",,,,,,,,https://doi.org/10.1093/nar/gkaa809,https://academic.oup.com/nar/article/49/D1/D848/5917659
CSEA-DB,https://www.oxfordjournals.org/nar/database/summary/2229,True,https://bioinfo.uth.edu/CSEADB/,https://bioinfo.uth.edu/CSEADB/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa1064,https://academic.oup.com/nar/article/49/D1/D862/5992286
CSVS,https://www.oxfordjournals.org/nar/database/summary/2230,True,http://csvs.babelomics.org/,http://csvs.babelomics.org/,200,OK,16 Feb 2021,,,,,,,https://doi.org/10.1093/nar/gkaa794,https://academic.oup.com/nar/article/49/D1/D1130/5912819
Cyanorak,https://www.oxfordjournals.org/nar/database/summary/2231,False,http://www.sb-roscoff.fr/cyanorak,http://application.sb-roscoff.fr/cyanorak/;jsessionid=2EC9187F6D0506DE0FCF2AEE20977440?execution=e1s1,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa958,https://academic.oup.com/nar/article/49/D1/D667/5943826
dbCAN-PUL,https://www.oxfordjournals.org/nar/database/summary/2232,False,http://bcb.unl.edu/dbCAN_PUL/home,https://bcb.unl.edu/dbCAN_PUL/home,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa742,https://academic.oup.com/nar/article/49/D1/D523/5907960
dbGuide,https://www.oxfordjournals.org/nar/database/summary/2233,False,https://sgrnascorer.cancer.gov/dbguide,https://sgrnascorer.cancer.gov/dbguide/,200,OK,,,,,,,,https://doi.org/10.1093/nar/gkaa848,https://academic.oup.com/nar/article/49/D1/D871/5922801
